ocid,fecha_compilacion,segmento_mes,tender_id,nomenclatura,descripcion,metodo_ocds,tipo_procedimiento,categoria,monto_referencial,moneda,monto_referencial_pen,fecha_convocatoria,n_postores_declarado,info_protegida_por_ley,presupuesto,comprador_id,comprador_nombre,archivo_mes,n_releases,fecha_primer_release,fecha_ultimo_release,departamento_raw,provincia_raw,distrito_raw,n_postores_filas,n_postores_unicos,n_adjudicaciones,monto_adjudicado,proveedores,proveedores_ids,n_contratos,monto_contratado,fecha_primer_contrato
ocds-dgv273-seacev3-1242748,2026-09-23T10:18:05.895574-05:00,2026-08,1242748,LP-ABR-21-2026-MDLM-1,ADQUISICION DE BOLSA DE POLIETILENO PARA LA SUBGERENCIA DE ECOLOGIA Y OPERACIONES AMBIENTALES DE LA MUNICIPALIDAD DISTRITAL DE LA MOLINA,,Licitación Pública Abreviada,goods,484000.0,PEN,484000.0,2026-08-19T16:09:00-05:00,13.0,False,484000.0,PE-CONSUCODE-1320,MUNICIPALIDAD DISTRITAL DE LA MOLINA,2026-08,18,2026-08-20T10:31:10.681467-05:00,2026-09-23T10:18:05.895574-05:00,LIMA,LIMA,LA MOLINA,13,13,1,476800.0,CABRERA CISNEROS SANTOS ALBERTO,PE-RUC-10413159976,1,476800.0,2026-09-17T00:00:00-05:00
ocds-dgv273-seacev3-1235429,2026-09-23T10:18:05.887463-05:00,2026-07,1235429,CP-ABR-26-2026-MDCHH/CS-1,"CONTRATACIÓN DEL SERVICIO DE CONSULTORÍA PARA LA ELABORACIÓN DEL CATASTRO URBANO Y CATASTRO FISCAL DEL DISTRITO DE CHAVIN DE HUANTAR, EN EL MARCO DEL PROYECTO: ¿MEJORAMIENTO DEL SERVICIO DE ORDENAMIENTO TERRITORIAL PARA LA MODERNIZACION Y GESTION ESTRATEGICA DEL TERRITORIO EN MARCO DEL PROCESO DE AD",,Concurso Público Abreviado,services,325520.0,PEN,325520.0,2026-07-20T18:45:00-05:00,7.0,False,,PE-CONSUCODE-214,MUNICIPALIDAD DISTRITAL DE CHAVIN DE HUANTAR,2026-07,11,2026-07-21T10:16:36.550083-05:00,2026-09-23T10:18:05.887463-05:00,ANCASH,HUARI,CHAVIN DE HUANTAR,7,7,0,,,,0,,
ocds-dgv273-seacev3-1233975,2026-09-23T10:18:05.868800-05:00,2026-07,1233975,CP SER-SM-1-2026-MDRM/CS-1,"CONTRATACIÓN DE SERVICIO DE ¿MANTENIMIENTO PERIÓDICO DE CAMINOS VECINALES NO PAVIMENTADOS TRAMOS, DESVÍO PAQUICHARI - UNIÓN VISTA ALEGRE - BALCONIYOCC - PAMPA HERMOSA - YAIRIMAYO, DISTRITO DE RÍO MAGDALENA - LA MAR - AYACUCHO¿",,Concurso Público de Servicios,services,521945.21,PEN,521945.21,2026-07-14T23:55:00-05:00,16.0,False,1043349.96,PE-CONSUCODE-204850,MUNICIPALIDAD DISTRITAL RIO MAGDALENA,2026-07,33,2026-07-15T10:31:01.339529-05:00,2026-09-23T10:18:05.868800-05:00,AYACUCHO,LA MAR,RIO MAGDALENA,16,16,1,521404.75,CONSORCIO MACRO,PE-RUC-1823615,1,521404.75,2026-09-14T00:00:00-05:00
ocds-dgv273-seacev3-1241397,2026-09-23T10:18:05.821963-05:00,2026-08,1241397,LP-ABR-2-2026-MDP/C-1,"CONTRATACIÓN PARA LA EJECUCIÓN DE LA OBRA: ¿CREACION DEL SERVICIO DE PRÁCTICA DEPORTIVA Y/O RECREATIVA EN POLIDEPORTIVO DE CENTRO POBLADO CULCULBAMBA DISTRITO DE PALLASCA DE LA PROVINCIA DE PALLASCA DEL DEPARTAMENTO DE ANCASH¿, CON CUI N° 2724221.",,Licitación Pública Abreviada,works,629871.42,PEN,629871.42,2026-08-14T10:28:00-05:00,6.0,False,,PE-CONSUCODE-252,MUNICIPALIDAD DISTRITAL DE PALLASCA,2026-08,14,2026-08-15T10:17:52.134995-05:00,2026-09-23T10:18:05.821963-05:00,ANCASH,PALLASCA,PALLASCA,6,6,1,629871.42,CONSORCIO CULCUBAMBA,PE-RUC-1827392,0,,
ocds-dgv273-seacev3-1244243,2026-09-23T10:18:05.808078-05:00,2026-08,1244243,LP-ABR-13-2026-HG-1,ADQUISICIÓN ANUAL DE INSUMOS PARA CENTRAL DE ESTERILIZACIÓN,,Licitación Pública Abreviada,goods,173900.0,PEN,173900.0,2026-08-25T18:10:00-05:00,7.0,False,,PE-CONSUCODE-10423,GOBIERNO REGIONAL DE AREQUIPA-ZONA DE DESARROLLO INTEGRAL DE SALUD - HOSPITAL GOYENECHE,2026-08,18,2026-08-26T10:29:20.710440-05:00,2026-09-23T10:18:05.808078-05:00,AREQUIPA,AREQUIPA,AREQUIPA,7,7,1,177288.0,FERCO MEDICAL S.A.C.,PE-RUC-20501549801,0,,
ocds-dgv273-seacev3-2026-10266-6,2026-09-23T10:18:05.801246-05:00,2026-08,1244418,LP-SM-1-2026-INPE/22-1,"ADQUISICIÓN DE UNIFORME, ACCESORIOS DE UNIFORME Y BORCEGUÍES PARA EL PERSONAL DE SEGURIDAD DE LA ORSOC INPE 2026",open,Licitación Pública,goods,0.0,PEN,0.0,2026-08-25T17:54:00-05:00,,True,,PE-CONSUCODE-10266,INPE-DIRECCION REGIONAL SUR ORIENTE CUSCO,2026-08,16,2026-08-26T10:29:20.835393-05:00,2026-09-23T10:18:05.801246-05:00,CUSCO,CUSCO,CUSCO,0,0,0,,,,0,,
ocds-dgv273-seacev3-1243396,2026-09-23T10:18:05.793251-05:00,2026-08,1243396,SIE-SIE-2-2026-MDCA/OC-1-1,"ADQUISICIÓN DE CEMENTO PORTLAND TIPO I (42.5 KG), PARA EL PROYECTO: ¿CREACIÓN DEL SERVICIO DE MOVILIDAD URBANA JR. AYAPATA, PASAJE AYAPATA, JR. UNIÓN Y DESVIÓ PUENTE ANDAMARCA, DISTRITO DE CARMEN ALTO ¿ PROVINCIA DE HUAMANGA ¿ DEPARTAMENTO DE AYACUCHO¿ - CON CUI: 2645040.",open,Subasta Inversa Electrónica,goods,211575.0,PEN,211575.0,2026-08-21T16:05:00-05:00,5.0,False,,PE-CONSUCODE-508,MUNICIPALIDAD DISTRITAL DE CARMEN ALTO,2026-08,12,2026-08-22T10:45:08.329175-05:00,2026-09-23T10:18:05.793251-05:00,AYACUCHO,HUAMANGA,CARMEN ALTO,5,5,1,211575.0,GROUP 8A S.A.C.,PE-RUC-20612229831,0,,
ocds-dgv273-seacev3-1241686,2026-09-23T10:18:05.778591-05:00,2026-08,1241686,CP-ABR-29-2026-GRA-CS-1,"SERVICIO CONSTRUCCIÓN DE UNA GRANJA DE PORCINOS para el Plan de Negocios denominado: ¿MEJORAMIENTO DE LA PRODUCCION Y COMERCIALIZACION DE PORCINOS EN LA PORCICULTURA SAN ANTONIO S.A.C. EN EL DISTRITO DE CASMA, PROVINCIA DE CASMA, REGION ANCASH¿-2023 RUTA 1B",,Concurso Público Abreviado,services,82597.97,PEN,82597.97,2026-08-14T19:09:00-05:00,13.0,False,,PE-CONSUCODE-33,GOBIERNO REGIONAL DE ANCASH - SEDE CENTRAL,2026-08,14,2026-08-15T10:17:52.101993-05:00,2026-09-23T10:18:05.778591-05:00,ANCASH,HUARAZ,INDEPENDENCIA,13,13,1,80500.0,INVERSIONES SA & RO S.A.C,PE-RUC-20602317278,0,,
ocds-dgv273-seacev3-1236639,2026-09-23T10:18:05.771920-05:00,2026-07,1236639,CP SER-SM-24-2026-GRTC-1,CONTRATACION DE SERVICIO DE MANTENIMIENTO PERIODICO DE LA RED DEPARTAMENTAL NO PAVIMENTADA CU - 103 TRAMO: EMP. PE-28B (KUMPIRUSHIATO) (KM 00+000) PTE. QUIMPURISHIATO - DV. MANGURANI - PTE. KAMANQUIRIATO - PTE. MANOGALI - DV. IVOCHOTE - PACHIRI - PANGOA - PTE. MANTALO - SANIRIATO (KM 76+900) DEL DIS,,Concurso Público de Servicios,services,0.0,PEN,0.0,2026-07-22T22:22:00-05:00,,True,,PE-CONSUCODE-10449,GOBIERNO REGIONAL DE CUSCO - DIRECCION REGIONAL DE TRANSPORTES Y COMUNICACIONES CUSCO,2026-07,47,2026-07-24T10:24:41.710211-05:00,2026-09-23T10:18:05.771920-05:00,CUSCO,CUSCO,WANCHAQ,0,0,0,,,,0,,
ocds-dgv273-seacev3-1245727,2026-09-23T10:18:05.742194-05:00,2026-08,1245727,LP-ABR-14-2026-MPB/CS-1,"Ejecución de la Obra: CREACIÓN DEL SERVICIO DE ALCANTARILLADO Y OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS EN EL CENTRO POBLADO NUEVO RIO SECO DISTRITO DE SUPE DE LA PROVINCIA DE BARRANCA DEL DEPARTAMENTO DE LIMA, con CUI Nº 2717389",,Licitación Pública Abreviada,works,1909822.54,PEN,1909822.54,2026-08-28T20:36:00-05:00,10.0,False,,PE-CONSUCODE-1468,MUNICIPALIDAD PROVINCIAL DE BARRANCA,2026-08,16,2026-08-29T10:11:47.632886-05:00,2026-09-23T10:18:05.742194-05:00,LIMA,BARRANCA,BARRANCA,10,10,0,,,,0,,
ocds-dgv273-seacev3-1235238,2026-09-23T10:18:05.733905-05:00,2026-07,1235238,CONV-PROC-10-2026-UNALM-1,"ADQUISICION DE 01 TERMOHIGRONOMETRO INFRARROJO PORTAIL, 02 HORNO CILINDRICO PARA PRODUCCION DE BIOCHAR Y 01 TRITURADORA",open,Convenio,goods,9980.0,PEN,9980.0,2026-07-20T13:08:00-05:00,2.0,False,,PE-CONSUCODE-1886,UNIVERSIDAD NACIONAL AGRARIA LA MOLINA,2026-07,24,2026-07-21T10:16:36.469562-05:00,2026-09-23T10:18:05.733905-05:00,LIMA,LIMA,LA MOLINA,2,2,0,,,,0,,
ocds-dgv273-seacev3-1239665,2026-09-23T10:18:05.718263-05:00,2026-08,1239665,LP-ABR-2-2026-MDC/C-1,"CONTRATACIÓN PARA LA EJECUCIÓN DE LA OBRA: CREACION DE LOS SERVICIOS OPERATIVOS O MISIONALES INSTITUCIONALES EN EL LOCAL COMUNAL DEL CENTRO POBLADO LA FLORIDA, DISTRITO DE COVIRIALI DE LA PROVINCIA DE SATIPO DEL DEPARTAMENTO DE JUNIN"". CON CUI N° 2600491",,Licitación Pública Abreviada,works,366718.84,PEN,366718.84,2026-08-07T18:58:00-05:00,6.0,False,366718.84,PE-CONSUCODE-1156,MUNICIPALIDAD DISTRITAL DE COVIRIALI,2026-08,16,2026-08-11T10:16:25.299878-05:00,2026-09-23T10:18:05.718263-05:00,JUNIN,SATIPO,COVIRIALI,6,6,1,341824.84,CONSORCIO FLORIDA,PE-RUC-1825169,1,341824.84,2026-09-22T00:00:00-05:00
ocds-dgv273-seacev3-1244627,2026-09-23T10:18:05.696632-05:00,2026-08,1244627,CP-ABR-12-2026-SEDAPAL-2,SERVICIO DE ACTUALIZACIÓN DE COMPONENTES HIDRÁULICOS SISTEMAS GIS,,Concurso Público Abreviado,services,0.0,PEN,0.0,2026-08-26T14:57:00-05:00,,True,,PE-CONSUCODE-2383,SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE LIMA - SEDAPAL,2026-08,19,2026-08-27T10:33:25.963255-05:00,2026-09-23T10:18:05.696632-05:00,LIMA,LIMA,EL AGUSTINO,0,0,0,,,,0,,
ocds-dgv273-seacev3-1236076,2026-09-23T10:18:05.681743-05:00,2026-07,1236076,DIRECTA-DIRECTA-1-2026-MDL/OC-1-1,"CONTRATACIÓN DE EJECUCIÓN DE OBRA: ¿RENOVACIÓN DE PUENTE; EN EL (LA) CAMINO VECINAL ANEXO MARAYPAMPA ¿ PUENTE MARAYPAMPA, DISTRITO DE LONGAR, PROVINCIA RODRÍGUEZ DE MENDOZA, DEPARTAMENTO AMAZONAS"", con CUI N° 2677898",direct,Contratación Directa,works,1167000.0,PEN,1167000.0,2026-07-22T19:00:00-05:00,2.0,False,1167000.0,PE-CONSUCODE-134,MUNICIPALIDAD DISTRITAL DE LONGAR,2026-07,11,2026-07-23T10:30:32.189205-05:00,2026-09-23T10:18:05.681743-05:00,AMAZONAS,RODRIGUEZ DE MENDOZA,LONGAR,2,2,1,1167000.0,CONSORCIO PUENTE MARAYPAMPA,PE-RUC-1815161,1,1167000.0,2026-07-30T00:00:00-05:00
ocds-dgv273-seacev3-1241608,2026-09-23T10:18:05.664819-05:00,2026-08,1241608,CP-ABR-3-2026-GRP-PECHP-40600-2,"CONTRATACIÓN DE LA SUPERVISIÓN DE LA OBRA: ¿RENOVACIÓN DE OBRAS DE ARTE EN EL(LA) DREN SECHURA PROGRESIVA KM 37 EN EL CENTRO POBLADO SANTA ELENA, DISTRITO DE LA ARENA, PROVINCIA DE PIURA, DEPARTAMENTO DE PIURA¿",,Concurso Público Abreviado,services,194855.76,PEN,194855.76,2026-08-14T16:50:00-05:00,26.0,False,,PE-CONSUCODE-10352,GOBIERNO REGIONAL DE PIURA - PROYECTO ESPECIAL CHIRA PIURA,2026-08,21,2026-08-15T10:17:52.000258-05:00,2026-09-23T10:18:05.664819-05:00,PIURA,PIURA,PIURA,26,26,1,193573.8,CONSORCIO IAN,PE-RUC-1827478,0,,
ocds-dgv273-seacev3-1238935,2026-09-23T10:18:05.658062-05:00,2026-08,1238935,CP CON-SM-5-2026-C-MPI-1,"CONTRATACIÓN DE CONSULTORÍA PARA LA SUPERVISION DE LA OBRA ""MEJORAMIENTO DE LOS SERVICIOS OPERATIVOS O MISIONALES INSTITUCIONALES EN EL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA DE LA MUNICIPALIDAD PROVINCIAL DE ICA, DEL DISTRITO DE ICA DE LA PROVINCIA DE ICA DEL DEPARTAMENTO DE ICA"" CON CUI N° 2656307",,Concurso Público para Consultoría,services,708656.08,PEN,708656.08,2026-08-05T20:20:00-05:00,,True,,PE-CONSUCODE-1025,MUNICIPALIDAD PROVINCIAL DE ICA,2026-08,25,2026-08-06T10:27:48.446564-05:00,2026-09-23T10:18:05.658062-05:00,ICA,ICA,ICA,0,0,0,,,,0,,
ocds-dgv273-seacev3-1244422,2026-09-23T10:18:05.625332-05:00,2026-08,1244422,LP-ABR-32-2026-HNC-DAC-2,ADQUISICION DE MICOFENOLATO MOFETILO 250 MG TAB PARA EL HOSPITAL NACIONAL DEL CENTRO DANIEL ALCIDES CARRION,,Licitación Pública Abreviada,goods,119250.0,PEN,119250.0,2026-08-25T18:56:00-05:00,5.0,False,,PE-CONSUCODE-10045,GOBIERNO REGIONAL DE JUNIN - HOSPITAL DANIEL ALCIDES CARRION - HUANCAYO,2026-08,12,2026-08-26T10:29:20.841653-05:00,2026-09-23T10:18:05.625332-05:00,JUNIN,HUANCAYO,HUANCAYO,5,5,1,129850.0,SEVEN PHARMA SAC,PE-RUC-20522761525,0,,
ocds-dgv273-seacev3-1243302,2026-09-23T10:18:05.609393-05:00,2026-08,1243302,LP-ABR-11-2026-MPA-1,ADQUISICION DE UNIFORMES DE TRABAJO PARA EL PERSONAL (INSPECTOR) TRANSITORIO QUE LA LABORA EN LA SUBGERENCIA DE TRANSPORTE INTERURBANO Y ESPECIAL DE LA MUNICIPALIDAD PROVINCIAL DE AREQUIPA ¿ PERIODO 2026,,Licitación Pública Abreviada,goods,121950.0,PEN,121950.0,2026-08-21T12:29:00-05:00,22.0,False,,PE-CONSUCODE-397,MUNICIPALIDAD PROVINCIAL DE AREQUIPA,2026-08,17,2026-08-22T10:45:08.246463-05:00,2026-09-23T10:18:05.609393-05:00,AREQUIPA,AREQUIPA,AREQUIPA,22,22,1,121200.0,INVEGO PERU S.A.C.,PE-RUC-20612452645,0,,
ocds-dgv273-seacev3-1243465,2026-09-23T10:18:05.575234-05:00,2026-08,1243465,LP-ABR-22-2026-CS/MDRT-1,CONTRATACION DE BIENES: ADQUISICION DE REPUESTOS PARA LAS MAQUINARIAS PESADAS Y CAMIONES VOLQUETES DE LA   SUB GERENCIA DE\nMAQUINARIAS DE LA MUNICIPALIDAD DISTRITAL DE RIO TAMBO.,,Licitación Pública Abreviada,goods,399999.0,PEN,399999.0,2026-08-25T17:38:00-05:00,6.0,False,,PE-CONSUCODE-1162,MUNICIPALIDAD DISTRITAL DE RIO TAMBO,2026-08,13,2026-08-26T10:29:20.302693-05:00,2026-09-23T10:18:05.575234-05:00,JUNIN,SATIPO,RIO TAMBO,6,6,1,399000.0,ALIAGA ARCA GLICERIA GRACIELA,PE-RUC-10210146348,0,,
ocds-dgv273-seacev3-1241235,2026-09-23T10:18:05.568179-05:00,2026-08,1241235,LP-SM-7-2026-EPS GRAU SA-GG-1,ADQUISICIÓN DE INDUMENTARIA Y CALZADO PARA LOS TRABAJADORES DE LA EPS GRAU S.A.,open,Licitación Pública,goods,0.0,PEN,0.0,2026-08-13T17:43:00-05:00,,True,,PE-CONSUCODE-2381,ENTIDAD PRESTADORA DE SERVICIO DE SANEAMIENTO GRAU S.A.,2026-08,27,2026-08-14T10:33:31.998311-05:00,2026-09-23T10:18:05.568179-05:00,PIURA,PIURA,PIURA,0,0,0,,,,0,,
ocds-dgv273-seacev3-1246140,2026-09-23T10:18:05.538530-05:00,2026-08,1246140,LP-ABR-1-2026-UGEL-CANCHIS/C-1,ADQUISICIÓN DE PIZARRAS ACRILICAS PARA LA II.EE. DE NIVEL PRIMARIA Y SECUNDARIA DE LA UGEL CANCHIS,,Licitación Pública Abreviada,goods,279680.0,PEN,279680.0,2026-08-31T20:36:00-05:00,24.0,False,,PE-CONSUCODE-200052,GOBIERNO REGIONAL DE CUSCO - UNIDAD DE SERVICIOS EDUCATIVOS CANCHIS,2026-08,15,2026-09-01T10:23:56.422655-05:00,2026-09-23T10:18:05.538530-05:00,CUSCO,CANCHIS,SICUANI,24,24,1,218500.0,SERVIS INFINITE A-1 E.I.R.L.,PE-RUC-20611032090,0,,
ocds-dgv273-seacev3-1245336,2026-09-23T10:18:05.524396-05:00,2026-08,1245336,COMPRE-COMPRE-8-2026-MDSM/OEC-1,"ADQUISICION DE MUEBLES DE ACERO INOXIDABLES PARA EL PLAN DE NEGOCIOS DENOMINADO: MEJORAMIENTO DEL SERVICIO GASTRONOMICO DE LA EMPRESA LA TRILOGIA HUARINA S.A.C, DEL DISTRITO DE SAN MARCOS, PROVINCIA DE HUARI, DEPARTAMENTO DE ANCASH¿ CON CUI N° 2720460.",open,Comparación de Precios,goods,46720.0,PEN,46720.0,2026-08-27T23:09:00-05:00,3.0,False,46720.0,PE-CONSUCODE-224,MUNICIPALIDAD DISTRITAL DE SAN MARCOS,2026-08,11,2026-08-28T10:30:32.458438-05:00,2026-09-23T10:18:05.524396-05:00,ANCASH,HUARI,SAN MARCOS,3,3,1,46720.0,ARQUINIGO SOTO KELLY CARMEN,PE-RUC-10469513322,1,46720.0,2026-09-16T00:00:00-05:00
ocds-dgv273-seacev3-1245866,2026-09-23T10:18:05.517500-05:00,2026-08,1245866,LP-SM-1-2026-UNT/C-1,"CONTRATACIÓN DE BIENES: ADQUISICION DE EQUIPOS PARA EL PROYECTO DE INVERSIÓN: CUI 2131956 ""MEJORAMIENTO DEL SERVICIO DE FORMACIÓN ACADÉMICO PROFESIONAL Y DE INVESTIGACIÓN EN LA ESCUELA DE INGENIERÍA INDUSTRIAL DE LA UNT¿ - EQUIPOS DE LABORATORIO DE INGENIERÍA INDUSTRIAL",open,Licitación Pública,goods,0.0,PEN,0.0,2026-08-04T19:11:00-05:00,,True,,PE-CONSUCODE-1894,UNIVERSIDAD NACIONAL DE TRUJILLO,2026-08,11,2026-09-01T10:23:56.329482-05:00,2026-09-23T10:18:05.517500-05:00,LA LIBERTAD,TRUJILLO,TRUJILLO,0,0,0,,,,0,,
ocds-dgv273-seacev3-1250883,2026-09-23T10:18:05.510622-05:00,2026-08,1250883,LP-ABR-2-2026-MDP/CS-1,CREACION DEL SERVICIO DE PRÁCTICA DEPORTIVA Y/O RECREATIVA EN LOSA DE LABORPAMPA DE CENTRO POBLADO LABORPAMPA DISTRITO DE PARIAHUANCA DE LA PROVINCIA DE CARHUAZ DEL DEPARTAMENTO DE ANCASH  CUI: 2674126,,Licitación Pública Abreviada,works,893220.0,PEN,893220.0,2026-08-25T16:17:00-05:00,,True,,PE-CONSUCODE-195,MUNICIPALIDAD DISTRITAL DE PARIAHUANCA - CARHUAZ,2026-08,3,2026-09-18T10:23:20.266807-05:00,2026-09-23T10:18:05.510622-05:00,ANCASH,CARHUAZ,PARIAHUANCA,0,0,0,,,,0,,
ocds-dgv273-seacev3-1239838,2026-09-23T10:18:05.482014-05:00,2026-08,1239838,CP-ABR-9-2026-COM-MPM-1,CONSULTORIA DE OBRA - SUPERVISION DE OBRA: ¿MEJORAMIENTO DEL SERVICIO DE MOVILIDAD URBANA EN JR. ANGEL BRUSCO (JR. AUGUSTO FREYRE/AV. LA MARINA) DISTRITO DE IQUITOS DE LA PROVINCIA DE MAYNAS DEL DEPARTAMENTO DE LORETO¿ CUI N° 2725083.,,Concurso Público Abreviado,services,136112.3,PEN,136112.3,2026-08-10T16:21:00-05:00,5.0,False,,PE-CONSUCODE-1479,MUNICIPALIDAD PROVINCIAL DE MAYNAS - IQUITOS,2026-08,15,2026-08-11T10:16:25.476541-05:00,2026-09-23T10:18:05.482014-05:00,LORETO,MAYNAS,IQUITOS,5,5,0,,,,0,,
ocds-dgv273-seacev3-1234350,2026-09-23T10:18:05.475261-05:00,2026-07,1234350,LP-ABR-2-2026-MPHCO/OC-1,ADQUISICION DE LECHE EVAPORADA ENTERA X 400 GR PARA LA MODALIDAD PANTBC DEL PROGRAMA DE COMPLEMENTACION ALIMENTARIA DE LA MUNICIPALIDAD PROVINCIAL DE HUÁNUCO,,Licitación Pública Abreviada,goods,0.0,PEN,0.0,2026-07-15T22:20:00-05:00,,True,,PE-CONSUCODE-950,MUNICIPALIDAD PROVINCIAL DE HUANUCO,2026-07,14,2026-07-16T10:26:15.279730-05:00,2026-09-23T10:18:05.475261-05:00,HUANUCO,HUANUCO,HUANUCO,0,0,0,,,,0,,
